office_country, sales_value ,,,,,
Japan," £2,554.80 ",,,,,
Japan," £2,441.28 ",,,,,
Japan," £2,433.20 ",,,,,
Japan," £5,111.52 ",,,,,
Japan," £1,869.98 ",,,,,
Japan," £2,611.84 ",,,,,
Japan," £3,516.04 ",,,,,
USA," £8,889.50 ",,,,,
USA," £6,463.00 ",,,,,
USA," £7,121.52 ",,,,,
USA," £2,417.52 ",,,,,
USA," £6,336.45 ",,,,,
USA," £5,136.30 ",,,,,
USA," £3,278.44 ",,,,,
USA," £3,159.75 ",,,,,
USA," £1,017.20 ",,,,,
USA," £1,337.70 ",,,,,
USA," £2,152.60 ",,,,,
USA," £2,093.85 ",,,,,
USA," £1,766.10 ",,,,,
USA," £5,111.52 ",,,,,
USA," £2,559.90 ",,,,,
USA," £4,815.30 ",,,,,
USA," £4,529.60 ",,,,,
USA," £5,049.00 ",,,,,
USA," £5,081.36 ",,,,,
USA," £1,364.59 ",,,,,
USA," £3,107.00 ",,,,,
USA," £2,886.84 ",,,,,
USA," £4,648.00 ",,,,,
USA," £2,428.75 ",,,,,
USA," £3,142.80 ",,,,,
USA," £1,396.40 ",,,,,
USA," £2,105.55 ",,,,,
USA," £3,715.82 ",,,,,
USA," £4,735.08 ",,,,,
USA," £3,390.00 ",,,,,
USA," £5,037.12 ",,,,,
USA," £1,360.32 ",,,,,
USA," £2,565.72 ",,,,,
USA," £2,880.80 ",,,,,
USA," £2,900.54 ",,,,,
USA," £4,039.85 ",,,,,
USA," £3,691.60 ",,,,,
USA," £4,235.93 ",,,,,
USA," £4,318.60 ",,,,,
USA," £5,517.60 ",,,,,
USA," £5,413.10 ",,,,,
USA," £4,477.16 ",,,,,
USA," £7,884.48 ",,,,,
USA," £4,785.50 ",,,,,
USA," £2,413.92 ",,,,,
USA," £1,132.92 ",,,,,
USA," £2,557.14 ",,,,,
USA," £1,464.21 ",,,,,
USA," £6,545.70 ",,,,,
USA," £3,345.03 ",,,,,
USA," £5,803.20 ",,,,,
USA," £3,159.75 ",,,,,
USA," £2,544.75 ",,,,,
USA," £2,317.27 ",,,,,
USA," £5,850.68 ",,,,,
USA," £3,177.50 ",,,,,
USA," £4,032.76 ",,,,,
USA," £5,478.72 ",,,,,
USA," £1,639.08 ",,,,,
USA," £3,386.75 ",,,,,
USA," £2,421.50 ",,,,,
USA," £1,881.44 ",,,,,
USA," £2,811.50 ",,,,,
USA, £679.00 ,,,,,
USA," £2,346.10 ",,,,,
USA," £1,392.21 ",,,,,
USA," £2,140.92 ",,,,,
USA," £2,403.27 ",,,,,
USA," £3,874.12 ",,,,,
USA," £4,603.05 ",,,,,
USA," £7,022.23 ",,,,,
USA," £2,540.45 ",,,,,
USA," £2,086.14 ",,,,,
USA," £4,489.92 ",,,,,
USA," £1,584.44 ",,,,,
USA," £3,849.77 ",,,,,
USA," £5,102.00 ",,,,,
USA," £4,663.44 ",,,,,
USA," £1,186.00 ",,,,,
USA," £6,898.28 ",,,,,
USA," £3,418.74 ",,,,,
USA," £4,518.20 ",,,,,
USA," £3,061.44 ",,,,,
USA," £2,348.30 ",,,,,
USA," £4,020.00 ",,,,,
USA," £1,167.25 ",,,,,
USA," £5,585.48 ",,,,,
USA," £2,278.64 ",,,,,
USA," £1,737.40 ",,,,,
USA," £3,641.40 ",,,,,
USA," £3,410.64 ",,,,,
USA," £2,633.31 ",,,,,
USA," £3,214.80 ",,,,,
USA," £1,578.99 ",,,,,
USA," £2,256.76 ",,,,,
USA," £5,184.00 ",,,,,
USA," £4,557.49 ",,,,,
USA," £2,098.44 ",,,,,
USA," £1,547.64 ",,,,,
USA," £3,268.80 ",,,,,
USA," £2,517.20 ",,,,,
USA," £1,791.18 ",,,,,
USA," £1,906.08 ",,,,,
USA," £2,557.52 ",,,,,
USA," £2,720.25 ",,,,,
USA," £3,417.12 ",,,,,
USA," £3,456.00 ",,,,,
USA," £2,627.43 ",,,,,
USA," £2,434.25 ",,,,,
USA," £4,004.88 ",,,,,
USA," £2,882.88 ",,,,,
USA," £1,239.93 ",,,,,
USA," £4,564.50 ",,,,,
Australia," £6,382.56 ",,,,,
Australia," £2,041.90 ",,,,,
Australia," £4,509.08 ",,,,,
Australia," £2,898.28 ",,,,,
Australia," £1,658.37 ",,,,,
Australia," £2,193.36 ",,,,,
Australia," £2,790.62 ",,,,,
Australia," £3,149.90 ",,,,,
Australia," £5,396.72 ",,,,,
Australia," £4,027.80 ",,,,,
Australia," £4,089.52 ",,,,,
Australia," £1,786.50 ",,,,,
Australia," £4,115.07 ",,,,,
Australia," £4,418.16 ",,,,,
Australia," £1,310.96 ",,,,,
Australia," £5,705.80 ",,,,,
Australia, £975.57 ,,,,,
Australia," £4,290.75 ",,,,,
Australia," £1,839.60 ",,,,,
Australia," £3,054.57 ",,,,,
Australia," £2,414.20 ",,,,,
Australia," £5,385.60 ",,,,,
Australia," £1,407.00 ",,,,,
Australia," £3,192.38 ",,,,,
Australia," £3,156.65 ",,,,,
Australia," £1,311.46 ",,,,,
Australia," £2,407.68 ",,,,,
Australia," £2,465.00 ",,,,,
Australia, £933.51 ,,,,,
Australia," £2,862.30 ",,,,,
Australia," £5,242.56 ",,,,,
Australia," £2,590.46 ",,,,,
Australia," £4,170.93 ",,,,,
Australia," £1,245.75 ",,,,,
Australia, £625.50 ,,,,,
Australia," £1,700.68 ",,,,,
UK," £4,202.82 ",,,,,
UK," £3,189.76 ",,,,,
UK," £1,340.60 ",,,,,
UK," £3,855.60 ",,,,,
UK," £5,480.64 ",,,,,
UK," £5,226.48 ",,,,,
UK," £1,643.18 ",,,,,
UK," £2,718.45 ",,,,,
UK," £3,528.36 ",,,,,
UK," £6,629.85 ",,,,,
UK," £2,195.10 ",,,,,
UK," £2,651.66 ",,,,,
UK," £5,344.56 ",,,,,
UK," £1,539.52 ",,,,,
UK," £1,215.45 ",,,,,
UK," £1,253.27 ",,,,,
UK," £3,054.25 ",,,,,
UK," £4,593.60 ",,,,,
UK," £4,248.40 ",,,,,
UK," £8,191.80 ",,,,,
UK," £1,666.88 ",,,,,
UK," £2,395.00 ",,,,,
UK," £2,468.00 ",,,,,
UK," £3,604.04 ",,,,,
UK," £2,787.19 ",,,,,
UK," £3,513.86 ",,,,,
UK," £1,074.00 ",,,,,
UK," £6,095.25 ",,,,,
UK," £1,854.90 ",,,,,
France," £2,220.24 ",,,,,
France," £4,196.22 ",,,,,
France," £6,749.01 ",,,,,
France," £5,241.60 ",,,,,
France," £1,211.50 ",,,,,
France," £1,240.26 ",,,,,
France," £6,481.64 ",,,,,
France," £4,706.40 ",,,,,
France," £1,727.60 ",,,,,
France," £2,133.25 ",,,,,
France," £1,923.88 ",,,,,
France," £1,135.26 ",,,,,
France," £2,245.10 ",,,,,
France," £1,571.85 ",,,,,
France," £6,087.94 ",,,,,
France," £2,173.60 ",,,,,
France," £2,229.62 ",,,,,
France," £1,591.43 ",,,,,
France," £2,847.30 ",,,,,
France," £4,068.00 ",,,,,
France," £3,984.43 ",,,,,
France," £4,164.42 ",,,,,
France," £2,406.60 ",,,,,
France," £8,128.32 ",,,,,
France," £4,318.94 ",,,,,
France," £2,146.83 ",,,,,
France, £687.36 ,,,,,
France," £2,835.52 ",,,,,
France," £1,227.24 ",,,,,
France," £3,483.48 ",,,,,
France," £1,960.80 ",,,,,
France," £5,828.79 ",,,,,
France," £4,188.03 ",,,,,
France," £6,952.12 ",,,,,
France," £3,647.62 ",,,,,
France," £7,541.59 ",,,,,
France," £6,490.56 ",,,,,
France," £2,117.64 ",,,,,
France," £2,236.95 ",,,,,
France," £3,520.05 ",,,,,
France," £1,829.93 ",,,,,
France," £2,529.08 ",,,,,
France," £4,327.22 ",,,,,
USA," £6,214.70 ",,,,,
USA," £3,210.88 ",,,,,
USA," £2,431.44 ",,,,,
USA," £2,585.70 ",,,,,
USA," £3,116.43 ",,,,,
USA," £2,796.09 ",,,,,
USA," £4,090.78 ",,,,,
USA," £1,096.20 ",,,,,
USA," £1,643.75 ",,,,,
USA," £3,439.60 ",,,,,
USA," £1,573.12 ",,,,,
USA," £4,599.42 ",,,,,
USA," £4,581.72 ",,,,,
USA," £6,713.76 ",,,,,
USA," £1,952.00 ",,,,,
USA," £1,471.18 ",,,,,
USA," £1,759.34 ",,,,,
USA," £1,869.84 ",,,,,
USA," £1,931.82 ",,,,,
USA," £3,026.00 ",,,,,
USA," £4,282.00 ",,,,,
USA," £7,940.06 ",,,,,
USA," £5,928.48 ",,,,,
USA," £2,230.14 ",,,,,
USA," £1,709.18 ",,,,,
USA," £4,591.44 ",,,,,
USA," £2,480.11 ",,,,,
USA," £1,425.84 ",,,,,
USA," £2,910.90 ",,,,,
USA," £5,520.62 ",,,,,
USA," £7,256.52 ",,,,,
USA," £6,816.88 ",,,,,
USA," £3,806.44 ",,,,,
USA," £6,544.93 ",,,,,
USA," £1,357.20 ",,,,,
USA," £2,718.81 ",,,,,
Japan," £2,598.77 ",,,,,
Japan," £6,452.86 ",,,,,
Japan," £4,399.52 ",,,,,
Japan," £3,421.50 ",,,,,
Japan," £2,059.20 ",,,,,
Japan," £2,718.09 ",,,,,
Japan," £1,896.60 ",,,,,
Japan," £1,642.56 ",,,,,
Japan," £2,724.00 ",,,,,
Japan," £3,905.86 ",,,,,
Japan," £2,226.90 ",,,,,
Japan," £1,857.60 ",,,,,
Japan," £1,841.49 ",,,,,
Japan," £2,437.24 ",,,,,
Japan," £2,462.00 ",,,,,
Japan," £1,984.00 ",,,,,
Japan," £2,549.40 ",,,,,
Japan," £5,164.77 ",,,,,
Japan," £5,052.72 ",,,,,
Japan," £4,966.14 ",,,,,
USA," £3,726.45 ",,,,,
USA," £1,768.33 ",,,,,
USA," £2,113.01 ",,,,,
USA," £6,193.20 ",,,,,
USA," £4,144.96 ",,,,,
USA," £1,293.24 ",,,,,
USA," £2,186.40 ",,,,,
USA," £1,620.58 ",,,,,
USA, £910.00 ,,,,,
USA," £2,562.57 ",,,,,
USA," £1,578.40 ",,,,,
USA," £3,997.62 ",,,,,
USA," £2,618.98 ",,,,,
USA," £6,695.15 ",,,,,
USA," £3,483.15 ",,,,,
USA," £3,703.59 ",,,,,
USA," £5,911.36 ",,,,,
USA," £1,892.78 ",,,,,
USA," £1,242.75 ",,,,,
USA," £3,327.54 ",,,,,
USA, £880.50 ,,,,,
USA," £3,149.52 ",,,,,
USA," £1,829.80 ",,,,,
USA," £2,916.48 ",,,,,
USA," £2,751.28 ",,,,,
UK," £4,134.40 ",,,,,
UK," £5,273.26 ",,,,,
UK," £3,671.36 ",,,,,
UK," £3,070.23 ",,,,,
UK," £1,433.82 ",,,,,
UK," £1,922.70 ",,,,,
UK," £2,823.47 ",,,,,
UK," £2,582.36 ",,,,,
UK," £2,867.52 ",,,,,
UK," £1,755.00 ",,,,,
UK," £3,302.40 ",,,,,
UK," £3,094.52 ",,,,,
UK," £1,671.44 ",,,,,
UK," £1,760.88 ",,,,,
UK," £4,773.69 ",,,,,
UK," £2,964.24 ",,,,,
UK," £2,424.63 ",,,,,
UK," £5,832.96 ",,,,,
UK," £5,032.29 ",,,,,
UK," £1,942.71 ",,,,,
UK," £2,121.28 ",,,,,
UK, £869.04 ,,,,,
UK," £3,218.60 ",,,,,
UK," £3,400.76 ",,,,,
UK," £1,570.56 ",,,,,
UK," £5,643.00 ",,,,,
UK," £4,359.60 ",,,,,
UK," £1,909.60 ",,,,,
UK," £4,506.48 ",,,,,
UK," £5,613.66 ",,,,,
UK," £4,374.14 ",,,,,
UK," £6,426.00 ",,,,,
UK," £1,646.72 ",,,,,
UK," £3,817.77 ",,,,,
UK," £5,074.39 ",,,,,
UK," £2,293.48 ",,,,,
UK," £2,604.00 ",,,,,
UK," £2,592.72 ",,,,,
UK," £1,254.83 ",,,,,
UK, £577.60 ,,,,,
UK," £1,590.03 ",,,,,
UK," £3,555.67 ",,,,,
UK," £5,186.04 ",,,,,
UK," £2,172.69 ",,,,,
UK," £3,565.69 ",,,,,
UK," £1,693.92 ",,,,,
UK," £5,668.66 ",,,,,
UK," £4,931.36 ",,,,,
UK," £2,906.80 ",,,,,
UK," £3,671.68 ",,,,,
UK," £3,348.00 ",,,,,
UK," £2,906.97 ",,,,,
UK," £3,320.46 ",,,,,
UK," £3,171.73 ",,,,,
UK," £2,359.72 ",,,,,
UK," £2,772.88 ",,,,,
UK," £1,752.70 ",,,,,
UK," £3,067.00 ",,,,,
UK," £2,797.56 ",,,,,
UK," £2,672.88 ",,,,,
UK," £3,173.44 ",,,,,
UK," £2,621.70 ",,,,,
UK," £1,681.75 ",,,,,
UK," £4,111.48 ",,,,,
UK," £1,382.67 ",,,,,
UK," £2,047.44 ",,,,,
UK," £4,093.60 ",,,,,
UK," £3,321.12 ",,,,,
UK," £1,380.34 ",,,,,
UK," £4,021.20 ",,,,,
UK," £4,601.50 ",,,,,
UK," £1,481.76 ",,,,,
UK," £1,419.79 ",,,,,
UK, £945.80 ,,,,,
UK," £1,344.15 ",,,,,
UK," £1,118.26 ",,,,,
UK," £3,295.89 ",,,,,
UK," £4,753.76 ",,,,,
UK," £3,505.95 ",,,,,
UK," £2,921.13 ",,,,,
UK," £1,413.27 ",,,,,
UK," £6,051.20 ",,,,,
UK," £4,532.40 ",,,,,
UK," £4,484.70 ",,,,,
UK," £6,319.50 ",,,,,
UK," £1,262.30 ",,,,,
UK," £3,763.64 ",,,,,
UK, £994.20 ,,,,,
UK," £3,426.20 ",,,,,
UK," £1,704.60 ",,,,,
UK," £2,048.75 ",,,,,
UK," £3,431.36 ",,,,,
UK," £2,242.56 ",,,,,
UK," £1,649.79 ",,,,,
UK," £2,311.40 ",,,,,
UK," £1,772.12 ",,,,,
UK," £3,903.55 ",,,,,
USA," £2,752.80 ",,,,,
USA," £3,284.16 ",,,,,
USA," £2,089.36 ",,,,,
USA," £3,769.20 ",,,,,
USA," £1,727.99 ",,,,,
USA," £4,299.75 ",,,,,
USA," £1,368.18 ",,,,,
USA," £2,262.82 ",,,,,
UK," £3,782.40 ",,,,,
UK," £2,247.74 ",,,,,
UK," £1,675.75 ",,,,,
UK," £4,485.40 ",,,,,
UK," £3,385.72 ",,,,,
UK," £2,478.96 ",,,,,
UK," £1,558.48 ",,,,,
UK," £4,318.71 ",,,,,
UK," £4,249.08 ",,,,,
UK," £5,825.20 ",,,,,
UK," £4,335.97 ",,,,,
UK," £1,389.60 ",,,,,
UK," £1,219.68 ",,,,,
UK," £4,490.85 ",,,,,
UK," £7,163.80 ",,,,,
UK," £3,147.54 ",,,,,
UK," £1,622.88 ",,,,,
UK," £3,695.58 ",,,,,
UK," £4,703.40 ",,,,,
UK," £3,575.04 ",,,,,
UK," £2,044.08 ",,,,,
UK," £11,503.14 ",,,,,
UK," £8,052.00 ",,,,,
UK," £1,991.88 ",,,,,
UK," £5,028.72 ",,,,,
UK," £1,552.23 ",,,,,
UK," £1,074.00 ",,,,,
UK," £3,995.10 ",,,,,
UK," £2,017.79 ",,,,,
USA," £9,568.73 ",,,,,
USA," £3,061.52 ",,,,,
USA," £3,927.00 ",,,,,
USA," £3,635.99 ",,,,,
USA," £1,451.52 ",,,,,
USA," £3,078.90 ",,,,,
USA," £2,777.88 ",,,,,
USA, £961.38 ,,,,,
USA," £3,149.52 ",,,,,
USA," £1,977.84 ",,,,,
USA," £2,937.33 ",,,,,
USA," £5,673.20 ",,,,,
USA," £2,755.20 ",,,,,
USA," £3,167.67 ",,,,,
USA," £1,797.58 ",,,,,
USA," £3,598.50 ",,,,,
USA," £3,085.04 ",,,,,
USA," £4,293.66 ",,,,,
USA," £2,600.37 ",,,,,
USA," £1,850.60 ",,,,,
USA," £1,890.06 ",,,,,
USA," £2,882.70 ",,,,,
USA," £9,242.00 ",,,,,
USA," £6,476.66 ",,,,,
USA," £4,912.44 ",,,,,
USA," £2,577.54 ",,,,,
USA," £2,964.00 ",,,,,
USA," £4,189.20 ",,,,,
USA," £1,805.43 ",,,,,
USA," £5,785.44 ",,,,,
USA," £2,835.44 ",,,,,
USA," £1,163.40 ",,,,,
USA," £3,220.80 ",,,,,
USA, £955.80 ,,,,,
USA," £3,606.58 ",,,,,
USA," £1,418.13 ",,,,,
USA," £4,424.40 ",,,,,
USA," £3,445.20 ",,,,,
USA," £3,872.79 ",,,,,
USA," £5,112.69 ",,,,,
USA," £7,158.90 ",,,,,
USA," £2,154.30 ",,,,,
USA," £1,581.00 ",,,,,
USA," £4,458.24 ",,,,,
USA," £3,501.60 ",,,,,
USA," £3,007.06 ",,,,,
USA," £1,514.70 ",,,,,
USA," £2,367.09 ",,,,,
USA," £3,296.37 ",,,,,
USA," £1,222.33 ",,,,,
USA," £2,590.11 ",,,,,
USA," £2,782.36 ",,,,,
USA," £2,278.00 ",,,,,
USA," £3,879.96 ",,,,,
USA," £5,182.73 ",,,,,
USA," £5,346.50 ",,,,,
USA," £2,261.25 ",,,,,
USA," £3,363.93 ",,,,,
USA," £4,481.92 ",,,,,
USA," £6,043.94 ",,,,,
USA," £3,324.33 ",,,,,
USA," £2,947.56 ",,,,,
USA," £1,527.96 ",,,,,
USA," £1,911.78 ",,,,,
USA, £679.42 ,,,,,
USA," £1,204.28 ",,,,,
USA," £1,305.00 ",,,,,
France," £2,508.66 ",,,,,
France," £6,273.00 ",,,,,
France," £1,838.10 ",,,,,
France," £5,575.68 ",,,,,
France," £3,247.02 ",,,,,
France," £1,881.60 ",,,,,
France," £1,584.44 ",,,,,
France, £993.09 ,,,,,
France," £4,185.35 ",,,,,
France," £3,288.32 ",,,,,
France," £1,802.84 ",,,,,
France," £2,891.16 ",,,,,
France," £3,240.00 ",,,,,
France," £1,392.31 ",,,,,
France," £11,170.52 ",,,,,
France," £4,415.18 ",,,,,
France," £8,103.15 ",,,,,
France," £1,756.86 ",,,,,
France," £9,712.04 ",,,,,
Japan," £3,155.40 ",,,,,
Japan," £4,429.34 ",,,,,
Japan," £2,406.28 ",,,,,
Japan," £2,127.84 ",,,,,
Japan," £1,897.82 ",,,,,
Japan," £1,628.11 ",,,,,
Japan," £2,888.30 ",,,,,
Japan," £4,212.12 ",,,,,
Japan," £2,448.00 ",,,,,
Japan," £3,094.52 ",,,,,
Japan," £2,081.52 ",,,,,
Japan," £3,285.81 ",,,,,
Japan," £2,740.92 ",,,,,
Japan," £2,831.85 ",,,,,
Japan," £1,764.45 ",,,,,
Japan," £4,488.51 ",,,,,
France," £3,101.40 ",,,,,
France," £5,324.40 ",,,,,
France," £3,838.24 ",,,,,
France," £1,886.50 ",,,,,
France," £3,949.50 ",,,,,
France," £4,484.17 ",,,,,
France," £3,910.40 ",,,,,
France," £1,494.46 ",,,,,
France," £1,380.00 ",,,,,
France," £1,890.00 ",,,,,
France," £3,325.00 ",,,,,
France," £2,704.59 ",,,,,
France," £3,093.65 ",,,,,
France," £1,152.17 ",,,,,
France," £2,040.78 ",,,,,
France," £3,435.30 ",,,,,
France," £2,550.40 ",,,,,
France," £5,273.95 ",,,,,
France," £2,628.99 ",,,,,
France," £1,483.60 ",,,,,
France," £2,219.70 ",,,,,
France," £4,497.35 ",,,,,
France," £2,855.92 ",,,,,
USA," £2,332.13 ",,,,,
USA," £2,133.72 ",,,,,
USA," £3,452.75 ",,,,,
France," £3,408.16 ",,,,,
France," £4,387.72 ",,,,,
France," £6,691.68 ",,,,,
France," £2,884.20 ",,,,,
France," £4,780.80 ",,,,,
France," £1,568.00 ",,,,,
France," £2,719.13 ",,,,,
France," £1,087.67 ",,,,,
France," £1,653.80 ",,,,,
France," £2,701.00 ",,,,,
France," £1,455.40 ",,,,,
France," £2,826.90 ",,,,,
France," £6,711.94 ",,,,,
France," £5,768.40 ",,,,,
France," £6,104.16 ",,,,,
France," £4,319.55 ",,,,,
France," £5,707.80 ",,,,,
France," £2,595.20 ",,,,,
France," £1,948.33 ",,,,,
France," £3,748.54 ",,,,,
France," £2,263.36 ",,,,,
France," £1,240.98 ",,,,,
France," £4,224.84 ",,,,,
France," £2,044.35 ",,,,,
France," £3,241.00 ",,,,,
France," £1,914.44 ",,,,,
France," £1,912.45 ",,,,,
USA," £4,706.10 ",,,,,
USA," £4,481.05 ",,,,,
USA," £6,472.05 ",,,,,
USA," £1,250.64 ",,,,,
USA," £3,157.92 ",,,,,
USA," £1,615.00 ",,,,,
USA," £3,804.84 ",,,,,
USA," £1,752.52 ",,,,,
USA," £2,176.00 ",,,,,
USA," £2,576.20 ",,,,,
USA," £2,228.75 ",,,,,
USA," £4,419.50 ",,,,,
USA," £1,266.72 ",,,,,
USA," £4,731.79 ",,,,,
USA," £3,909.33 ",,,,,
USA," £4,428.00 ",,,,,
USA," £2,961.09 ",,,,,
USA," £4,901.30 ",,,,,
USA," £1,443.75 ",,,,,
USA," £2,028.26 ",,,,,
USA," £1,640.52 ",,,,,
USA," £3,026.34 ",,,,,
USA," £6,530.72 ",,,,,
USA," £6,722.31 ",,,,,
USA," £3,877.86 ",,,,,
USA," £4,001.85 ",,,,,
USA," £1,819.52 ",,,,,
USA," £3,494.45 ",,,,,
USA," £2,629.45 ",,,,,
USA," £3,587.54 ",,,,,
USA," £2,652.96 ",,,,,
USA," £1,818.77 ",,,,,
USA," £2,094.56 ",,,,,
USA," £3,357.75 ",,,,,
USA," £2,498.04 ",,,,,
USA," £3,197.32 ",,,,,
USA," £2,524.33 ",,,,,
USA," £2,865.09 ",,,,,
USA," £1,400.89 ",,,,,
USA," £1,749.24 ",,,,,
USA," £4,113.88 ",,,,,
USA," £3,106.80 ",,,,,
USA," £3,009.60 ",,,,,
USA," £5,653.86 ",,,,,
USA," £1,373.61 ",,,,,
USA," £1,720.44 ",,,,,
USA," £4,574.40 ",,,,,
UK," £2,944.92 ",,,,,
UK," £4,694.88 ",,,,,
UK," £1,796.76 ",,,,,
UK," £5,200.76 ",,,,,
UK," £2,206.88 ",,,,,
UK," £4,135.20 ",,,,,
UK," £2,850.05 ",,,,,
UK," £1,166.16 ",,,,,
UK," £4,173.84 ",,,,,
UK," £3,789.18 ",,,,,
UK," £1,517.46 ",,,,,
UK," £4,229.53 ",,,,,
UK," £2,325.25 ",,,,,
UK," £2,282.76 ",,,,,
UK," £2,595.81 ",,,,,
UK," £1,928.75 ",,,,,
UK," £2,026.80 ",,,,,
UK," £1,419.84 ",,,,,
UK," £1,246.44 ",,,,,
UK," £2,546.60 ",,,,,
UK," £3,299.40 ",,,,,
UK," £1,972.48 ",,,,,
UK," £3,226.56 ",,,,,
UK," £3,724.80 ",,,,,
UK," £2,996.84 ",,,,,
UK," £1,485.80 ",,,,,
France," £2,937.00 ",,,,,
France," £4,352.76 ",,,,,
France," £6,942.94 ",,,,,
France," £3,166.08 ",,,,,
France," £5,364.66 ",,,,,
France," £2,892.14 ",,,,,
France," £5,030.88 ",,,,,
France," £2,305.88 ",,,,,
France," £1,775.25 ",,,,,
France," £1,444.17 ",,,,,
France," £1,924.50 ",,,,,
France," £2,954.60 ",,,,,
France," £2,018.28 ",,,,,
France," £3,064.95 ",,,,,
France," £1,876.95 ",,,,,
France," £2,217.28 ",,,,,
France," £1,383.36 ",,,,,
France," £4,135.20 ",,,,,
France," £2,895.84 ",,,,,
France," £1,800.64 ",,,,,
France," £6,994.82 ",,,,,
France," £2,352.00 ",,,,,
France," £4,366.50 ",,,,,
France," £1,280.88 ",,,,,
France," £4,199.00 ",,,,,
France," £1,332.00 ",,,,,
France," £4,045.21 ",,,,,
France," £3,489.86 ",,,,,
France," £3,774.76 ",,,,,
France," £2,336.62 ",,,,,
France," £2,976.27 ",,,,,
France," £3,373.14 ",,,,,
France," £2,705.85 ",,,,,
France, £597.40 ,,,,,
France," £1,633.05 ",,,,,
France," £1,164.57 ",,,,,
France," £1,677.06 ",,,,,
France," £8,602.92 ",,,,,
France," £3,118.32 ",,,,,
France," £7,708.05 ",,,,,
France," £2,655.36 ",,,,,
France," £2,018.72 ",,,,,
France," £3,569.65 ",,,,,
France," £2,348.43 ",,,,,
France," £2,260.55 ",,,,,
France," £1,642.24 ",,,,,
France," £3,727.72 ",,,,,
France," £3,147.12 ",,,,,
France," £5,823.35 ",,,,,
France," £2,620.80 ",,,,,
France," £1,544.40 ",,,,,
France," £3,313.45 ",,,,,
France," £3,242.63 ",,,,,
France," £5,173.33 ",,,,,
France," £4,109.50 ",,,,,
France, £984.50 ,,,,,
France," £3,533.49 ",,,,,
France," £3,096.91 ",,,,,
France," £4,758.90 ",,,,,
France," £1,529.28 ",,,,,
France," £1,094.86 ",,,,,
France," £2,030.86 ",,,,,
France," £4,003.84 ",,,,,
France," £6,788.76 ",,,,,
France," £4,525.94 ",,,,,
France," £2,609.55 ",,,,,
France," £5,759.42 ",,,,,
France," £9,467.68 ",,,,,
France," £4,584.06 ",,,,,
France," £4,883.82 ",,,,,
France," £3,535.35 ",,,,,
France," £1,735.30 ",,,,,
France," £2,471.52 ",,,,,
France," £2,835.00 ",,,,,
France," £4,520.42 ",,,,,
France," £1,304.16 ",,,,,
France," £2,341.56 ",,,,,
France," £3,619.12 ",,,,,
France," £1,505.18 ",,,,,
France, £671.83 ,,,,,
France," £1,852.84 ",,,,,
France," £2,667.39 ",,,,,
France," £1,884.96 ",,,,,
France," £3,236.80 ",,,,,
UK," £3,268.86 ",,,,,
UK," £4,180.80 ",,,,,
UK," £2,106.60 ",,,,,
UK," £2,721.24 ",,,,,
UK," £2,738.38 ",,,,,
UK," £2,619.99 ",,,,,
UK," £4,380.80 ",,,,,
UK," £2,556.96 ",,,,,
UK," £3,414.84 ",,,,,
UK," £5,457.54 ",,,,,
UK," £2,536.80 ",,,,,
UK," £3,793.09 ",,,,,
UK," £2,533.50 ",,,,,
UK," £4,765.60 ",,,,,
UK," £1,339.80 ",,,,,
UK," £3,106.80 ",,,,,
UK," £7,640.64 ",,,,,
UK," £1,910.52 ",,,,,
UK," £5,978.00 ",,,,,
UK," £2,480.52 ",,,,,
UK," £5,356.80 ",,,,,
UK," £1,096.59 ",,,,,
UK," £1,907.98 ",,,,,
UK," £6,256.35 ",,,,,
UK," £3,683.82 ",,,,,
UK," £1,390.32 ",,,,,
USA," £1,966.80 ",,,,,
USA," £2,063.56 ",,,,,
USA," £1,823.91 ",,,,,
USA," £2,521.20 ",,,,,
USA," £3,726.90 ",,,,,
USA," £2,268.82 ",,,,,
USA," £1,520.69 ",,,,,
USA," £2,215.00 ",,,,,
USA," £3,524.12 ",,,,,
USA," £2,907.00 ",,,,,
USA," £2,355.20 ",,,,,
USA," £2,391.22 ",,,,,
USA," £3,264.00 ",,,,,
USA," £1,643.88 ",,,,,
USA," £4,626.68 ",,,,,
USA," £2,446.98 ",,,,,
USA," £4,180.68 ",,,,,
USA," £2,738.36 ",,,,,
USA," £2,545.95 ",,,,,
USA," £2,790.00 ",,,,,
USA," £1,484.60 ",,,,,
USA," £3,227.49 ",,,,,
USA," £1,939.30 ",,,,,
USA," £3,245.58 ",,,,,
USA," £1,772.46 ",,,,,
USA," £1,621.62 ",,,,,
Australia," £2,636.95 ",,,,,
Australia," £5,088.22 ",,,,,
Australia," £3,414.00 ",,,,,
Australia," £3,065.04 ",,,,,
Australia," £4,606.08 ",,,,,
Australia," £3,797.64 ",,,,,
Australia," £2,847.50 ",,,,,
Australia," £1,922.12 ",,,,,
Australia," £1,635.25 ",,,,,
Australia," £2,175.63 ",,,,,
Australia," £1,622.04 ",,,,,
Australia," £3,913.06 ",,,,,
Australia," £2,229.21 ",,,,,
Australia," £2,601.99 ",,,,,
Australia," £4,903.20 ",,,,,
Australia," £4,428.20 ",,,,,
Australia," £2,585.52 ",,,,,
Australia," £2,084.16 ",,,,,
Australia," £4,921.20 ",,,,,
Australia," £2,007.92 ",,,,,
Australia," £3,977.49 ",,,,,
Australia," £2,526.62 ",,,,,
Australia," £1,811.18 ",,,,,
